№ схемы/риска,Статус РСЗ,Тип,Дата изменения статуса РСЗ,"Потенциальный ущерб, руб",ИНН НП,"Инспектор, сменивший статус","Код НО инспектора, сменившего стат"
9421059,Новое,RISK_SHORT,2024-06-26 10:36:33,22990.611,774-dux-vorc-pllsh,72118-hqoy-uydqcb-wntslfnk,7724
9421062,Новое,RISK_SHORT,2024-06-26 10:36:34,205650.651,809-ikl-xull-rbcqn,33361-xfwb-alsoee-cvlfiozw,5043
9421063,Новое,RISK_SHORT,2024-06-26 10:36:34,5159.9904,227-cmk-zgjj-broig,47619-nkqa-kkqrqy-uedjbdxi,7814
9421066,Новое,RISK_SHORT,2024-06-26 10:36:35,2587699.0374,158-vjl-diis-bfpaj,23756-duxr-smvqft-zcfdopxd,800
9421068,Новое,RISK_SHORT,2024-06-26 10:36:35,327190.5696,117-zwj-qwtn-pagcx,80453-ypvh-csnihx-pyhdiaxk,3700
9421069,Новое,RISK_SHORT,2024-06-26 10:36:35,1897714.044,813-zfk-gagx-qbogs,43908-ctbc-rbfcys-pbyaroat,2000
9421070,Новое,RISK_SHORT,2024-06-26 10:36:36,29370.8034,665-rbu-rwao-eajti,21840-hpln-pjfyqu-dzekgslw,5047
9421073,Новое,RISK_SHORT,2024-06-26 10:36:37,8515.2048,837-bhf-vwni-bcgdb,98765-jppk-fioqxr-wbqofdji,1800
9421074,Новое,RISK_SHORT,2024-06-26 10:36:37,13381.5894,642-vco-yxgs-reimr,12327-thft-sbahcz-faeosplv,7728
9421075,Новое,RISK_SHORT,2024-06-26 10:36:37,7973.8674,525-zzd-vxhn-dpknp,34582-xhmh-yilulk-azgvtpvg,1800
9421076,Новое,RISK_SHORT,2024-06-26 10:36:38,17808.0798,767-obe-onfx-ailft,91081-ttdc-cymdgz-zzwxtqcx,2366
9421077,Новое,RISK_SHORT,2024-06-26 10:36:38,12330.4896,385-hqf-oiez-gjbng,28992-kuuv-kfxegs-ytgmaamh,7751
9421079,Новое,RISK_SHORT,2024-06-26 10:36:38,7954.2114,456-bno-xryl-loynu,38907-iixz-uxtcjy-tmnncphp,7627
9421080,Новое,RISK_SHORT,2024-06-26 10:36:39,25299.6912,842-uqx-ekdi-timzz,28992-kuuv-kfxegs-ytgmaamh,7751
9421081,Новое,RISK_SHORT,2024-06-26 10:36:39,559006.1274,528-aby-lqhi-nmehz,25213-kvdn-zesams-koqfisiy,7717
9421082,Новое,RISK_SHORT,2024-06-26 10:36:39,7064.2356,974-gjy-jmhw-ajzsk,47263-jelu-sgqsan-pqblcbsw,5902
9421083,Новое,RISK_SHORT,2024-06-26 10:36:40,16887.4086,163-mlu-hnhi-nxehq,51885-lhgg-rcvyno-zidqmkco,5047
9421084,Новое,RISK_SHORT,2024-06-26 10:36:40,12867.4464,935-bem-lzkk-timpv,94016-flqs-kirfho-oljoplrq,6154
9421085,Новое,RISK_SHORT,2024-06-26 10:36:40,7515.3899,450-wvg-pken-qynhr,67574-cteb-okstdq-vfqqaucy,6686
9421086,Новое,RISK_SHORT,2024-06-26 10:36:41,9047.0742,150-lhp-hsib-pruqm,95433-jdup-jbdpuz-zuyifswd,5074
9421087,Новое,RISK_SHORT,2024-06-26 10:36:41,17855.0802,566-uec-jrod-epwdu,37388-groi-ormoyf-rejnssuk,3000
9421088,Новое,RISK_SHORT,2024-06-26 10:36:42,69160.2708,981-bpc-hbuy-gvvog,84252-uque-zcvved-ceehgozp,7721
9421089,Новое,RISK_SHORT,2024-06-26 10:36:42,5498.9754,477-ldk-qkie-tdmrv,75846-ykqe-sdqvtc-vspaqsfy,3808
9421091,Новое,RISK_SHORT,2024-06-26 10:36:42,30173.5848,559-xyo-ywgv-pvbam,44078-sbda-atucqf-iqbijqbb,5018
9421092,Новое,RISK_SHORT,2024-06-26 10:36:43,99844.5708,255-fes-wgme-tpwdf,36268-ukhj-lyswfd-aarkgekx,5252
9421093,Новое,RISK_SHORT,2024-06-26 10:36:43,61855.446,441-stf-vtzi-pavyz,34899-dhlg-axskwn-ecmjxfro,5902
9421094,Новое,RISK_SHORT,2024-06-26 10:36:43,15353.7024,922-mjg-shpu-wikim,95433-jdup-jbdpuz-zuyifswd,5074
9421095,Новое,RISK_SHORT,2024-06-26 10:36:44,128503.3914,284-xja-suna-tbiyf,65363-dlkb-xbhvhc-dfhcfrby,5100
9421096,Новое,RISK_SHORT,2024-06-26 10:36:44,22184.7804,271-kqp-qwma-tyczl,89589-vcgo-mqrceb-wvqbgigr,6188
9421097,Новое,RISK_SHORT,2024-06-26 10:36:44,21373.1453,483-ddx-loey-saovy,96463-qdow-lqkkoj-mmxuftwi,5404
9421098,Новое,RISK_SHORT,2024-06-26 10:36:45,10879.9806,599-tft-vluf-fizig,46474-qwsj-ttjnfm-rxbikvci,7726
9421100,Новое,RISK_SHORT,2024-06-26 10:36:45,96225.0816,260-roj-wwiv-agsyj,84725-ywzo-dwypzb-dkqyibvy,7727
9421101,Новое,RISK_SHORT,2024-06-26 10:36:45,18036.9408,681-uoh-pplb-pzkgy,55122-dtqa-kajxys-yowmdbyh,2311
9421102,Новое,RISK_SHORT,2024-06-26 10:36:46,85775.2374,221-zyj-ztqe-cglua,80958-nvbz-ktndai-rzwrifkx,4705
9421105,Новое,RISK_SHORT,2024-06-26 10:36:46,51334.6782,561-rlw-gwst-tipbv,36163-zwzx-vekirf-bvmpmfjt,6181
9421107,Новое,RISK_SHORT,2024-06-26 10:36:47,60136.2522,541-vwb-ypls-xkowt,97254-xwcx-wypznw-yhlatach,2223
9421108,Новое,RISK_SHORT,2024-06-26 10:36:47,11657.1636,786-qgq-lcpp-vcjyx,41406-hnpt-levivd-tyjgoibl,500
9421109,Новое,RISK_SHORT,2024-06-26 10:36:48,39044.8686,276-awu-lvub-xpgod,67560-ssdp-atdlkc-xfwsjbng,5027
9421110,Новое,RISK_SHORT,2024-06-26 10:36:48,244542.2238,165-woz-wwkf-yghwj,53734-juzh-tiobrx-chxdvxak,4400
9421111,Новое,RISK_SHORT,2024-06-26 10:36:48,33491.7432,993-nfv-eqcx-thkfj,59086-nnbf-ubbbei-zeimmbak,7731
9421113,Новое,RISK_SHORT,2024-06-26 10:36:48,29863.6452,312-oyy-nppf-ylbpx,19630-ektx-gjseoi-rlspoinw,2304
9421114,Новое,RISK_SHORT,2024-06-26 10:36:49,70208.0208,602-eud-ymnn-kbxvb,20056-asty-pijcpn-hqkdcoql,300
9421116,Новое,RISK_SHORT,2024-06-26 10:36:50,41566.4946,183-jmf-kasn-ccyal,86437-nzwm-wleffb-xnnkuhgb,4000
9421117,Новое,RISK_SHORT,2024-06-26 10:36:50,77144.7618,812-yia-sjhb-mdpab,59497-wwud-mrfgtb-zlpgwsan,5040
9421118,Новое,RISK_SHORT,2024-06-26 10:36:50,10556.571,655-kmd-njti-sksgp,73002-axdl-jrpawj-hhqpuoon,4000
9421119,Новое,RISK_SHORT,2024-06-26 10:36:51,10695.4224,175-zlc-zwfu-ekyum,93115-utzw-coiaak-udwfccyh,7300
9421120,Новое,RISK_SHORT,2024-06-26 10:36:51,9544.2858,192-sfx-jfam-nhtkb,90122-bfxb-uskiac-gqtoentu,8900
9421121,Новое,RISK_SHORT,2024-06-26 10:36:51,104688.5064,894-rrv-quro-vigkn,94477-mink-uzsonp-qgmitpzp,5027
9421122,Новое,RISK_SHORT,2024-06-26 10:36:52,366174.7392,459-sid-yqrm-simkf,47263-jelu-sgqsan-pqblcbsw,5902
9421123,Новое,RISK_SHORT,2024-06-26 10:36:52,84353.1366,501-mko-iyip-ikwlz,29368-rxpe-pxfhgu-pvhlttcp,5032
9421126,Новое,RISK_SHORT,2024-06-26 10:36:53,21663.3066,802-cmv-lhdv-lqblq,46839-elzf-iuozas-xbijtxnl,7811
9421127,Новое,RISK_SHORT,2024-06-26 10:36:53,14989.5606,650-wov-pnaj-bhhkh,52461-aztp-dksntt-wlgtohai,1800
9421128,Новое,RISK_SHORT,2024-06-26 10:36:53,518692.1682,820-ren-xzqy-rowbw,92084-brxq-agcbrn-xdfhanlv,3500
9421129,Новое,RISK_SHORT,2024-06-26 10:36:54,5754.2934,257-vmm-dkrq-irotd,55180-aeaq-mnrjvc-qoyaugmw,800
9421131,Новое,RISK_SHORT,2024-06-26 10:36:54,29547.6702,671-dac-oavd-irxkl,51833-xkvn-hhbrfl-ggnubaol,5100
9421133,Новое,RISK_SHORT,2024-06-26 10:36:55,270476.2764,999-msa-omsj-pptka,18904-ybsb-ogmhoa-hxvkqqmj,5800
9421134,Новое,RISK_SHORT,2024-06-26 10:36:55,6047.6929,183-brd-btrm-yhawl,94271-zcnk-toolpz-dpevzsdw,2649
9421135,Новое,RISK_SHORT,2024-06-26 10:36:55,165226.2432,595-ock-ifya-cukeh,55443-tskr-xctdcj-bwxnrgkg,1686
9421136,Новое,RISK_SHORT,2024-06-26 10:36:56,1232931.9258,561-jum-ukab-hnkcr,20056-asty-pijcpn-hqkdcoql,300
9421137,Новое,RISK_SHORT,2024-06-26 10:36:56,7772.6574,764-apy-cbzp-mzkyd,67967-jdrt-sxqzzx-khbcaefp,1651
9421141,Новое,RISK_SHORT,2024-06-26 10:36:57,18232.023,810-ozz-mkqv-kslfy,73574-jkem-aceobo-tgrkcxgg,7804
9421142,Новое,RISK_SHORT,2024-06-26 10:36:57,11898.1586,490-fgb-iges-vagnm,54228-ujev-kwgdef-cznhfpfa,7729
9421143,Новое,RISK_SHORT,2024-06-26 10:36:57,106538.3214,778-bja-bvlu-vagdc,61471-levi-umbsfo-udkzawlw,5405
9421144,Новое,RISK_SHORT,2024-06-26 10:36:58,350476.6842,155-kmr-mcdf-wbwki,60224-tabb-tyabfd-krexbyyc,6678
9421145,Новое,RISK_SHORT,2024-06-26 10:36:58,18564.5893,221-qsr-bvmp-oocvn,61097-cqjr-jndmel-nalxbpbp,4000
9421147,Новое,RISK_SHORT,2024-06-26 10:36:59,18491.397,459-szf-pvbb-wxmmx,37674-thoh-gtdgqh-gtecfzgn,800
9421148,Новое,RISK_SHORT,2024-06-26 10:36:59,5614.6026,971-rkt-dnwg-tibwz,85419-tgis-sxzrzs-cdieqzzi,2204
9421151,Новое,RISK_SHORT,2024-06-26 10:37:00,191195.2218,599-dng-icfe-iglee,14676-cxbs-fhefgp-fuhtyueg,1800
9421152,Новое,RISK_SHORT,2024-06-26 10:37:00,19173.993,374-tku-jgtq-sjpzh,78971-cwky-webuam-grctwhxm,7729
9421153,Новое,RISK_SHORT,2024-06-26 10:37:01,254782.1058,234-fim-rfth-fhaoz,36371-ypnc-zlqtjy-revurzfs,6316
9421154,Новое,RISK_SHORT,2024-06-26 10:37:01,15536.5728,264-vqo-ksvf-twykg,77548-euqn-lbycxx-xujijarq,6617
9421156,Новое,RISK_SHORT,2024-06-26 10:37:02,42471.255,906-hwc-edxh-zuihj,28903-jlwl-giwskl-zbwnccrf,5032
9421157,Новое,RISK_SHORT,2024-06-26 10:37:02,57780.6498,512-oge-jvfe-rnrhc,66032-jldh-uvkitr-dzgwqyuj,6318
9421158,Новое,RISK_SHORT,2024-06-26 10:37:02,149941.4316,957-wje-rsah-xndgc,87707-kftt-hfimgx-txudsxch,800
9421161,Новое,RISK_SHORT,2024-06-26 10:37:03,74635.1658,485-wcm-xyan-ewiys,11980-uvyb-dxluqa-yukxwttb,5032
9421163,Новое,RISK_SHORT,2024-06-26 10:37:04,18028.5762,633-msu-ytvx-wsbbt,82878-ywqb-wvtibs-qtusquff,4246
9421164,Новое,RISK_SHORT,2024-06-26 10:37:04,17757.552,861-lhn-zzmd-snasg,80784-smdk-rvlyum-jntlxsgn,7807
9421165,Новое,RISK_SHORT,2024-06-26 10:37:04,23349.8646,483-zvo-ensd-wtijv,97353-peab-kehvpb-ifzboxqd,3812
9421166,Новое,RISK_SHORT,2024-06-26 10:37:05,52047.4092,695-vyh-jeai-dydgi,74142-lajc-daymuw-nvtwasgl,5029
9421167,Новое,RISK_SHORT,2024-06-26 10:37:05,14975.4102,217-sio-rzfr-tttvr,40520-kyet-kvnarx-kobgrndz,5017
9421168,Новое,RISK_SHORT,2024-06-26 10:37:06,31374.8544,966-cdb-iyub-slsme,38231-jyql-ijgmnu-vjsoipys,5260
9421169,Новое,RISK_SHORT,2024-06-26 10:37:06,6003.6942,439-tyu-wjxv-ckhnu,79753-tepb-fcszcs-ogflgvwf,4300
9421170,Новое,RISK_SHORT,2024-06-26 10:37:06,1571463.222,229-qsk-hfrt-vxikv,54287-cgpu-fqqchb-jgvmvqxr,2800
9421172,Новое,RISK_SHORT,2024-06-26 10:37:07,117204.1488,351-rsz-sxnh-wqkjb,59416-ffvy-cnctce-wxopqjuh,7720
9421174,Новое,RISK_SHORT,2024-06-26 10:37:07,94139.7654,979-zlz-psve-vxjro,90921-iwkn-rkhahe-jsrhsvcc,6671
9421175,Новое,RISK_SHORT,2024-06-26 10:37:08,6683.8746,287-rfy-spad-clslv,22862-asfc-idtwqt-kljicfnh,3849
9421176,Новое,RISK_SHORT,2024-06-26 10:37:08,5583.9444,991-bcb-lekj-ovoek,72118-hqoy-uydqcb-wntslfnk,7724
9421177,Новое,RISK_SHORT,2024-06-26 10:37:08,1428919.7592,652-ldr-evtg-spmyu,59742-houa-vbhcsn-rqhkidwh,800
9421178,Новое,RISK_SHORT,2024-06-26 10:37:09,23327.7762,901-jmc-siwi-nrdea,44601-otqr-odlbjq-fvhsjkkt,5027
9421179,Новое,RISK_SHORT,2024-06-26 10:37:09,91291.6488,521-xtd-fyfo-fwuqp,55180-aeaq-mnrjvc-qoyaugmw,800
9421180,Новое,RISK_SHORT,2024-06-26 10:37:09,9093.2688,820-awu-rzwk-rwxrs,68890-gpgl-hqkknd-dlbvmdsj,3443
9421181,Новое,RISK_SHORT,2024-06-26 10:37:10,194435.0958,596-agr-habl-bcdwn,45115-syab-wsjxhf-eikzglac,7460
9421183,Новое,RISK_SHORT,2024-06-26 10:37:10,20209.2024,996-oju-yapw-tjqjw,99120-nzsf-jhfcvp-wmpzpnqp,2100
9421184,Новое,RISK_SHORT,2024-06-26 10:37:10,5840.8086,346-oro-hmzv-yjoui,61471-levi-umbsfo-udkzawlw,5405
9421185,Новое,RISK_SHORT,2024-06-26 10:37:11,27728.9286,270-lkx-zequ-wzign,76929-aupw-dvjwsv-wwcplnbn,2365
9421186,Новое,RISK_SHORT,2024-06-26 10:37:11,5843.9172,912-ctl-ygjx-ktisn,63694-rysm-hmkgaf-xlwmggav,5404
9421188,Новое,RISK_SHORT,2024-06-26 10:37:12,12053.0502,152-aev-nyqd-btcfw,61471-levi-umbsfo-udkzawlw,5405
9421189,Новое,RISK_SHORT,2024-06-26 10:37:12,8231.0358,848-ucd-swcb-wkmtj,84252-uque-zcvved-ceehgozp,7721
9421190,Новое,RISK_SHORT,2024-06-26 10:37:12,9660.7884,572-qix-wcwh-kmfuq,72118-hqoy-uydqcb-wntslfnk,7724
9421191,Новое,RISK_SHORT,2024-06-26 10:37:13,34678.2942,942-gqw-wgfw-rvpjl,59742-houa-vbhcsn-rqhkidwh,800
9421192,Новое,RISK_SHORT,2024-06-26 10:37:13,58609.11,703-kgd-isur-ghgpf,38907-iixz-uxtcjy-tmnncphp,7627
9421193,Новое,RISK_SHORT,2024-06-26 10:37:13,48742.4712,504-fwv-xxco-rvdrl,88232-sxdp-wkozfh-gpdwvvyp,6330
9421194,Новое,RISK_SHORT,2024-06-26 10:37:14,39618.8802,764-rrf-lwmj-gxwnz,28277-tzju-zexmyo-ctmehcja,6312
9421195,Новое,RISK_SHORT,2024-06-26 10:37:14,16433.2986,964-ugx-qpep-pijjd,84252-uque-zcvved-ceehgozp,7721
9421196,Новое,RISK_SHORT,2024-06-26 10:37:15,8661.7182,243-nty-bvmf-qdcil,11662-iqkc-adgrwp-bndeimto,7802
9421197,Новое,RISK_SHORT,2024-06-26 10:37:15,221388.6204,808-rca-lwpz-eirod,72118-hqoy-uydqcb-wntslfnk,7724
9421198,Новое,RISK_SHORT,2024-06-26 10:37:15,16363.7976,871-chs-tfjo-bhcin,54109-pmnc-szrsqc-sbqzqefc,3500
9421199,Новое,RISK_SHORT,2024-06-26 10:37:15,7220.451,703-snl-towi-dklxb,93089-ntom-nflijx-ylkebrau,7500
9421200,Новое,RISK_SHORT,2024-06-26 10:37:16,14510.5224,502-fpi-vqqi-kuksy,53338-aghf-ovvfjb-hqidatwq,5918
9421201,Новое,RISK_SHORT,2024-06-26 10:37:16,5037.6668,782-uff-bwvp-nvfcf,60126-befe-iymvsw-sjqbdhxs,7725
9421202,Новое,RISK_SHORT,2024-06-26 10:37:16,19490.8512,385-xlm-mvaz-yqttx,73724-foyg-syoxro-jdnpizxb,1300
9421203,Новое,RISK_SHORT,2024-06-26 10:37:17,215886.5358,155-pmg-lhxn-infev,69548-mpxh-dfybfq-uyzkneea,5406
9421204,Новое,RISK_SHORT,2024-06-26 10:37:17,91533.6643,368-cxi-eevp-jpjds,78870-cxrf-susvsu-qffuijrx,6193
9421207,Новое,RISK_SHORT,2024-06-26 10:37:17,56415.6222,338-lii-kuwf-yeosj,14149-qets-mjndwh-smsufcgm,7743
9421208,Новое,RISK_SHORT,2024-06-26 10:37:18,15161.9424,412-hwp-hqiw-wuyve,19091-wegq-cubddx-mjungcvq,1684
9421209,Новое,RISK_SHORT,2024-06-26 10:37:18,21305.823,716-fhn-xpkz-qmupx,13799-hfyz-iugrlz-audcjsoe,6318
9421210,Новое,RISK_SHORT,2024-06-26 10:37:18,8309.4798,188-mws-gbpd-xyiww,91212-fxcx-aqqkse-wzzmaovj,7720
9421212,Новое,RISK_SHORT,2024-06-26 10:37:19,24916.8246,159-adr-qbgz-mozdz,29407-endu-csizvz-xpwaubyp,3453
9421213,Новое,RISK_SHORT,2024-06-26 10:37:20,31502.2146,999-dra-ahya-imudh,67180-tlrq-qdxlmr-msuymvae,7719
9421214,Новое,RISK_SHORT,2024-06-26 10:37:20,5496.0198,868-tzh-iohl-pfvpi,29368-rxpe-pxfhgu-pvhlttcp,5032
9421215,Новое,RISK_SHORT,2024-06-26 10:37:20,899940.5958,918-hyu-sgfg-jzchg,39993-atmv-jsnxtu-fdwgjfep,6439
9421217,Новое,RISK_SHORT,2024-06-26 10:37:21,168444.8976,824-cbu-jkec-gfdih,85817-ijln-gfttso-nvmodnwg,1300
9421218,Новое,RISK_SHORT,2024-06-26 10:37:21,8028.1662,692-drq-ultx-vnrrp,51461-vyyi-bzalow-uiytpymn,7805
9421219,Новое,RISK_SHORT,2024-06-26 10:37:22,184438.7784,840-sxl-dkvn-efvzz,90334-mljd-ceuboi-jmtbraci,800
9421220,Новое,RISK_SHORT,2024-06-26 10:37:22,309717.7716,777-zqo-mqns-mlhnq,71778-vqnd-tklvko-ovajuhjo,800
9421221,Новое,RISK_SHORT,2024-06-26 10:37:22,129688.4244,428-uan-nrnn-cctvy,37178-axsu-cirpvr-lacnmrhj,2367
9421222,Новое,RISK_SHORT,2024-06-26 10:37:23,322222.3025,528-leq-hscr-pltdo,25213-kvdn-zesams-koqfisiy,7717
9421223,Новое,RISK_SHORT,2024-06-26 10:37:23,21312.0354,703-waa-dctl-relce,77363-mkaq-lxmpzs-qlcszevu,4706
9421224,Новое,RISK_SHORT,2024-06-26 10:37:23,5677.938,276-fqw-zqvx-hnkoi,78867-jdum-xvidfx-ubzpvmrb,2365
9421225,Новое,RISK_SHORT,2024-06-26 10:37:24,24917.2872,490-trc-ixkv-rxqop,41103-cbbx-zokwem-cdjmazuo,5609
9421226,Новое,RISK_SHORT,2024-06-26 10:37:24,46030.413,301-xig-grlo-ahdxz,69222-fnqe-cdwnbr-sugaxthp,7751
9421228,Новое,RISK_SHORT,2024-06-26 10:37:25,305560.4466,767-rtz-hsla-obbtx,56016-gauu-zcdyye-ohntslnd,800
9421229,Новое,RISK_SHORT,2024-06-26 10:37:25,22552.2546,824-flm-ogga-vywue,81453-dsbz-uhgwjk-qxffopwv,8606
9421230,Новое,RISK_SHORT,2024-06-26 10:37:25,25734.36,298-lrv-ihqq-ffnfw,91212-fxcx-aqqkse-wzzmaovj,7720
9421231,Новое,RISK_SHORT,2024-06-26 10:37:26,23060.907,208-kya-epwx-ojqtx,91212-fxcx-aqqkse-wzzmaovj,7720
9421232,Новое,RISK_SHORT,2024-06-26 10:37:26,193429.7166,558-xyt-kzcp-skhkf,76778-rkgd-zqnujv-omxsmvyz,800
9421233,Новое,RISK_SHORT,2024-06-26 10:37:26,281253.2238,281-jcq-ibcj-bzmqf,84252-uque-zcvved-ceehgozp,7721
9421234,Новое,RISK_SHORT,2024-06-26 10:37:26,13634.2332,797-kiu-hcym-drduo,59117-zmmc-clynaj-qazotewu,5300
9421235,Новое,RISK_SHORT,2024-06-26 10:37:27,133955.9106,783-ddl-ukik-pazlv,47530-jqjj-tkrwgj-ypdvzljj,1685
9421237,Новое,RISK_SHORT,2024-06-26 10:37:27,1408022.1828,696-pie-kily-amgkv,60126-befe-iymvsw-sjqbdhxs,7725
9421238,Новое,RISK_SHORT,2024-06-26 10:37:28,142101.2058,986-rtm-nyru-vohpy,20782-qtkh-izyiby-knpnduyi,7715
9421239,Новое,RISK_SHORT,2024-06-26 10:37:28,622471.6014,982-fpj-wlyb-xkwit,54476-xjjt-gqrtuj-oezlsvwv,5473
9421240,Новое,RISK_SHORT,2024-06-26 10:37:28,388704.1512,676-wek-waan-zzvqu,88295-bkef-uiskvp-egwffbyd,5260
9421241,Новое,RISK_SHORT,2024-06-26 10:37:28,37801.3362,210-ecu-yovi-kkmzp,56911-pxyv-ndhorb-rydujowg,1300
9421242,Новое,RISK_SHORT,2024-06-26 10:37:29,225144.1002,913-ald-milm-kckrp,60973-rwpc-iupqhf-lqkjycld,3663
9421243,Новое,RISK_SHORT,2024-06-26 10:37:29,6943.5834,171-abm-unos-vjpmy,31839-oalx-gplxaj-adxybcmv,3812
9421244,Новое,RISK_SHORT,2024-06-26 10:37:29,10884.2946,551-gpi-qwum-nglrz,31890-avtw-hyhxdf-exoyqzhv,2635
9421247,Новое,RISK_SHORT,2024-06-26 10:37:30,68568.8436,904-itc-sgwi-nmrcd,62934-jlzi-qvefcy-fuqcwkxz,7718
9421249,Новое,RISK_SHORT,2024-06-26 10:37:31,229959.2988,158-jdn-mgax-pbcab,18319-fsuq-rzjmzq-vqyvqfch,7715
9421251,Новое,RISK_SHORT,2024-06-26 10:37:31,39968.9184,776-jnz-nfip-yaxkc,84725-ywzo-dwypzb-dkqyibvy,7727
9421254,Новое,RISK_SHORT,2024-06-26 10:37:32,15081.606,894-xfd-qxek-ybstz,62934-jlzi-qvefcy-fuqcwkxz,7718
9421255,Новое,RISK_SHORT,2024-06-26 10:37:33,12946.3116,674-qcq-hbjd-yvztk,17915-dtym-lgcuwp-ddvqdoln,7817
9421256,Новое,RISK_SHORT,2024-06-26 10:37:33,114335.2925,627-uwp-apcc-fiugx,16267-jykt-jbgzju-avfhfnkc,5243
9421257,Новое,RISK_SHORT,2024-06-26 10:37:33,212880.717,403-jgq-iymj-wgtjo,23560-izyq-ymjuzw-jdykxakd,2308
9421258,Новое,RISK_SHORT,2024-06-26 10:37:34,11820.555,457-nvo-eqtm-wadvi,72118-hqoy-uydqcb-wntslfnk,7724
9421259,Новое,RISK_SHORT,2024-06-26 10:37:34,104197.8348,137-eir-vfbm-wzrxi,61843-zjur-wbzgos-abnzayjl,6200
9421260,Новое,RISK_SHORT,2024-06-26 10:37:34,266942.4108,150-mnz-wdtt-jfulf,38616-vaoh-ojujqa-etderwvh,7817
9421261,Новое,RISK_SHORT,2024-06-26 10:37:34,16896.1734,518-cbd-llph-pivqa,59497-wwud-mrfgtb-zlpgwsan,5040
9421263,Новое,RISK_SHORT,2024-06-26 10:37:35,5823.8082,213-oap-ynhd-xoibv,89589-vcgo-mqrceb-wvqbgigr,6188
9421266,Новое,RISK_SHORT,2024-06-26 10:37:36,17714.394,936-amo-vhzm-fywkz,47619-nkqa-kkqrqy-uedjbdxi,7814
9421267,Новое,RISK_SHORT,2024-06-26 10:37:36,5424.3066,516-yag-bbrl-hdzzm,24472-fzom-vhxvyz-ppbvuoqr,7801
9421268,Новое,RISK_SHORT,2024-06-26 10:37:36,9396.3129,669-ihm-nlrd-lzlru,90369-rqam-ptmmoq-zctfmoxh,3662
9421269,Новое,RISK_SHORT,2024-06-26 10:37:37,58668.0948,814-boo-hgif-dezor,68376-tvth-dmnekc-xallainp,6372
9421270,Новое,RISK_SHORT,2024-06-26 10:37:37,48011.4402,916-grj-dsxm-ayinb,62378-dtnc-sdsglp-bxphrasp,3662
9421272,Новое,RISK_SHORT,2024-06-26 10:37:37,9448.9272,501-rnu-lgbm-zamui,77787-owzo-xgqeqd-sqnlhizd,1675
9421273,Новое,RISK_SHORT,2024-06-26 10:37:38,105115.9147,995-tig-onay-qwbqz,46474-qwsj-ttjnfm-rxbikvci,7726
9421276,Новое,RISK_SHORT,2024-06-26 10:37:39,42905.2536,197-fhd-ljfr-bfoyd,96735-yfrx-bdudxb-hlmjlsvc,6317
9421277,Новое,RISK_SHORT,2024-06-26 10:37:39,39785.7396,387-qkc-tpbv-rndna,37668-swhf-vgzgeo-jxsutrqp,100
9421280,Новое,RISK_SHORT,2024-06-26 10:37:40,183049.2372,142-knm-soyj-wrnio,47263-jelu-sgqsan-pqblcbsw,5902
9421281,Новое,RISK_SHORT,2024-06-26 10:37:40,43825.413,119-slo-zdcr-rhgce,86729-kkay-acwtfd-jsstyova,7807
9421282,Новое,RISK_SHORT,2024-06-26 10:37:41,38581.0686,304-dad-hann-iaeoi,31726-wewl-gvirpy-raojxlzw,9102
9421283,Новое,RISK_SHORT,2024-06-26 10:37:41,8964.1111,403-rsi-acxp-ajhtd,21140-nerz-lleqga-mvjskoik,3459
9421284,Новое,RISK_SHORT,2024-06-26 10:37:42,22575.6234,953-nye-anih-twvwg,14149-qets-mjndwh-smsufcgm,7743
9421285,Новое,RISK_SHORT,2024-06-26 10:37:42,130067.9478,369-fgq-zuzg-scbab,60224-tabb-tyabfd-krexbyyc,6678
9421286,Новое,RISK_SHORT,2024-06-26 10:37:42,5900.7936,625-cfl-yzdr-onlnq,85672-cwjo-saxzhn-lchdkblg,6439
9421287,Новое,RISK_SHORT,2024-06-26 10:37:43,48507.723,614-ttk-abgl-wwxcy,57992-jbos-dcetoc-epefboef,7817
9421288,Новое,RISK_SHORT,2024-06-26 10:37:43,35126.6331,546-kuc-xsew-jaqyj,17585-ffor-mvcnei-gksazsqi,6679
9421289,Новое,RISK_SHORT,2024-06-26 10:37:43,135710.1192,354-gtf-mzng-ocpou,82787-qmeh-sygdfa-ooejrbsj,7810
9421290,Новое,RISK_SHORT,2024-06-26 10:37:44,482739.3438,315-dtg-yqvq-rzdwt,48821-ddte-viuxzl-uecerzwz,4707
9421291,Новое,RISK_SHORT,2024-06-26 10:37:44,659337.4038,727-eaw-icia-ydhpo,75288-wvuu-vcrhib-nxskwfod,7719
9421292,Новое,RISK_SHORT,2024-06-26 10:37:44,30368.6112,468-hof-bcgf-xygzs,12327-thft-sbahcz-faeosplv,7728
9421296,Новое,RISK_SHORT,2024-06-26 10:37:45,269109.2137,957-sdo-dpbv-zrlqc,24455-pbrn-qnymdo-klotdsbf,2312
9421297,Новое,RISK_SHORT,2024-06-26 10:37:46,23724.669,653-sgf-yoel-ckrim,21168-ftpx-xefmyc-sdcsoagt,6195
9421298,Новое,RISK_SHORT,2024-06-26 10:37:46,9917.514,444-emt-xxzj-ktggs,49107-klvy-dqvacj-xzyryplw,3849
9421299,Новое,RISK_SHORT,2024-06-26 10:37:46,35454.8511,172-abt-nxpm-lnwbv,14053-oodg-ljfxpa-ududxuei,6700
