№ схемы/риска,Статус РСЗ,Тип,Дата изменения статуса РСЗ,"Потенциальный ущерб, руб",ИНН НП,"Инспектор, сменивший статус","Код НО инспектора, сменившего стат"
9443210,Новое,RISK_SHORT,2024-06-26 13:47:16,46724.3292,384-sao-byzi-mysqx,76100-wnfc-bftiey-qrnorcfp,3700
9443214,Новое,RISK_SHORT,2024-06-26 13:47:17,225153.7488,772-fwn-jmqi-rcmqr,84252-uque-zcvved-ceehgozp,7721
9443215,Новое,RISK_SHORT,2024-06-26 13:47:17,83533.2498,861-sca-dihl-gcaxy,67560-ssdp-atdlkc-xfwsjbng,5027
9443216,Новое,RISK_SHORT,2024-06-26 13:47:18,53928.3612,505-emc-vtbv-afjgt,57962-ukfm-ftwyec-gtddcnne,7723
9443217,Новое,RISK_SHORT,2024-06-26 13:47:18,5161.3494,386-mag-kdhl-vdopt,14332-pblr-podgmf-magbmkuj,7743
9443218,Новое,RISK_SHORT,2024-06-26 13:47:18,9149.3352,423-foq-ycit-qcjgi,83003-uhzm-muxsir-sqrlwbce,7448
9443219,Новое,RISK_SHORT,2024-06-26 13:47:18,6442.7928,777-ndq-ktjh-yqsnt,59742-houa-vbhcsn-rqhkidwh,800
9443220,Новое,RISK_SHORT,2024-06-26 13:47:19,9182.5626,446-qsp-aoni-azyav,53508-smhk-btylbh-ohhckoxo,5614
9443221,Новое,RISK_SHORT,2024-06-26 13:47:19,351341.9322,462-odm-rono-nflpn,76778-rkgd-zqnujv-omxsmvyz,800
9443222,Новое,RISK_SHORT,2024-06-26 13:47:19,9893.2386,325-phz-swoj-bipdq,14332-pblr-podgmf-magbmkuj,7743
9443224,Новое,RISK_SHORT,2024-06-26 13:47:20,15600.318,181-tma-tmoh-bqyob,20993-xewd-vlmkhd-noepntur,5256
9443225,Новое,RISK_SHORT,2024-06-26 13:47:20,7586.5425,415-rgl-pxao-odnpe,59615-ghxv-kfjuni-xleygzrr,7230
9443226,Новое,RISK_SHORT,2024-06-26 13:47:21,11830.6854,323-btb-wczx-xowyn,72118-hqoy-uydqcb-wntslfnk,7724
9443227,Новое,RISK_SHORT,2024-06-26 13:47:21,32096.4282,235-upj-lqwk-kqnff,42470-bjqp-zbmmwv-nnbhgbln,7718
9443228,Новое,RISK_SHORT,2024-06-26 13:47:21,10908.0804,166-xix-jknd-cnzhx,79680-npku-rufnfb-dbjzygjj,2645
9443229,Новое,RISK_SHORT,2024-06-26 13:47:22,116780.8536,998-iox-qkhd-onyvp,76778-rkgd-zqnujv-omxsmvyz,800
9443230,Новое,RISK_SHORT,2024-06-26 13:47:22,30007.6848,623-nsp-knjt-caycu,99552-iddk-fjiluu-ajsrbaeg,5100
9443231,Новое,RISK_SHORT,2024-06-26 13:47:22,52945.326,399-bez-opke-mkxfq,52074-nmue-ghslkn-bfkwsufv,4727
9443232,Новое,RISK_SHORT,2024-06-26 13:47:23,106799.0436,692-hiq-wshw-icyzy,42656-pxaa-zyzmcv-ognzdngw,3200
9443233,Новое,RISK_SHORT,2024-06-26 13:47:23,1040431.6614,216-eoi-iwqx-hxihv,72118-hqoy-uydqcb-wntslfnk,7724
9443234,Новое,RISK_SHORT,2024-06-26 13:47:23,74492.433,794-wih-ilxt-zsvry,70745-rnbz-fcrryi-scaiylzi,5031
9443239,Новое,RISK_SHORT,2024-06-26 13:47:25,164359.1334,935-pqp-yfvw-tuaid,21609-ojko-yrrfxb-hgrdyjhk,7704
9443240,Новое,RISK_SHORT,2024-06-26 13:47:25,272003.256,769-woj-ultl-nudxj,45508-gwwt-glzows-covwehqp,2301
9443241,Новое,RISK_SHORT,2024-06-26 13:47:25,42843.9348,553-orn-dhhp-uymrq,48220-trzb-fcrwuc-jovnyiij,3663
9443242,Новое,RISK_SHORT,2024-06-26 13:47:26,130098.5496,658-ipm-ybsm-zchtr,98314-udqv-yomuhl-kvgjpanp,7729
9443243,Новое,RISK_SHORT,2024-06-26 13:47:26,35884.6164,291-uak-cxsb-bpjbe,88242-vrkx-jlaeng-tzhuzcgh,2450
9443245,Новое,RISK_SHORT,2024-06-26 13:47:27,19232.3538,623-avz-swsg-kkizb,23908-kqor-mfsuqj-taermhyh,7838
9443247,Новое,RISK_SHORT,2024-06-26 13:47:28,13598.6573,461-cqf-spyb-kkxwo,55180-aeaq-mnrjvc-qoyaugmw,800
9443248,Новое,RISK_SHORT,2024-06-26 13:47:28,20638.2216,658-fzs-upzf-aylvq,71571-bkoj-curfrw-sxwyibxk,5918
9443249,Новое,RISK_SHORT,2024-06-26 13:47:28,70033.8954,176-yao-qlfg-qbavz,89672-mgjx-kguivt-gdgfozzv,7449
9443250,Новое,RISK_SHORT,2024-06-26 13:47:29,141398.8686,154-myl-nnbx-nkhru,49931-vmqf-txalqs-fmebcloq,3100
9443251,Новое,RISK_SHORT,2024-06-26 13:47:29,148307.0789,466-thn-nsgl-aqieb,86953-jjoe-jlcnjk-lcjzjwol,7811
9443252,Новое,RISK_SHORT,2024-06-26 13:47:30,14152.2018,725-xfw-atix-uzspq,85558-xkoc-vmrolp-lkevjtkg,4707
9443253,Новое,RISK_SHORT,2024-06-26 13:47:30,34934.8446,831-gdk-rmsx-fnazi,62339-tduo-qfywrx-vgyhcqcs,5614
9443254,Новое,RISK_SHORT,2024-06-26 13:47:30,169081.3104,260-nqa-oumi-roqnb,92468-ttcx-jloakl-ybnfgfdi,3100
9443255,Новое,RISK_SHORT,2024-06-26 13:47:31,19017.252,384-psl-quri-ypeza,62934-jlzi-qvefcy-fuqcwkxz,7718
9443256,Новое,RISK_SHORT,2024-06-26 13:47:31,14002.3902,209-xcg-mhjl-ruawp,78436-nhqj-xijwrc-plupqazw,1686
9443257,Новое,RISK_SHORT,2024-06-26 13:47:32,9629.1162,331-bdg-klbu-pybgk,59497-wwud-mrfgtb-zlpgwsan,5040
9443258,Новое,RISK_SHORT,2024-06-26 13:47:32,31190.8932,640-rnq-jyzh-sdark,28114-aenw-xfxbjj-urxtxnnu,5043
9443259,Новое,RISK_SHORT,2024-06-26 13:47:33,59516.0634,994-jsp-lvkt-iidli,28992-kuuv-kfxegs-ytgmaamh,7751
9443261,Новое,RISK_SHORT,2024-06-26 13:47:33,5786.0389,304-fbd-vewr-vduez,75346-giyw-xswqbr-hdrdedzn,7816
9443263,Новое,RISK_SHORT,2024-06-26 13:47:34,32005.4646,517-mfy-qoyf-pbnch,84252-uque-zcvved-ceehgozp,7721
9443264,Новое,RISK_SHORT,2024-06-26 13:47:34,15163.056,956-jlc-yzeh-gkxlc,88232-sxdp-wkozfh-gpdwvvyp,6330
9443265,Новое,RISK_SHORT,2024-06-26 13:47:35,97763.6844,246-wij-smjv-ouwdc,85438-ihsc-dkzlnf-rzyqtakm,1800
9443266,Новое,RISK_SHORT,2024-06-26 13:47:35,41717.964,908-jbm-hucw-ngozh,91553-hjnn-qycsaz-xmrkuexj,2312
9443267,Новое,RISK_SHORT,2024-06-26 13:47:35,145767.2508,254-hin-rdtv-uehnn,46433-swvq-uruvmt-wmxhekiv,7723
9443268,Новое,RISK_SHORT,2024-06-26 13:47:36,15867.2778,591-zjc-cjad-xaohr,44143-hnlj-uteoat-tjggxlyh,6154
9443269,Новое,RISK_SHORT,2024-06-26 13:47:36,33598.8348,568-lja-hlss-xuxur,70104-sosh-fxuwtc-moxbasrw,3100
9443270,Новое,RISK_SHORT,2024-06-26 13:47:37,108410.9895,586-gib-btfq-qhaxg,32282-nbjs-zvvcys-jxdzxonx,1800
9443274,Новое,RISK_SHORT,2024-06-26 13:47:38,48043.9386,710-yiw-uzug-zyenb,14149-qets-mjndwh-smsufcgm,7743
9443275,Новое,RISK_SHORT,2024-06-26 13:47:38,81536.7138,298-fum-fwjq-ocyjk,84725-ywzo-dwypzb-dkqyibvy,7727
9443276,Новое,RISK_SHORT,2024-06-26 13:47:38,7334.6784,325-czt-tkik-dcuht,58285-nhov-lmdqyw-exmnjwxk,2465
9443277,Новое,RISK_SHORT,2024-06-26 13:47:39,5299.3848,658-tqk-myug-vziwy,46242-vgrl-vvcyaz-wcxyhean,5248
9443278,Новое,RISK_SHORT,2024-06-26 13:47:40,25735.617,829-bst-jjnb-emfbx,22994-vycx-hntnhq-zvvulqjr,6900
9443279,Новое,RISK_SHORT,2024-06-26 13:47:40,222954.7284,419-trk-xvna-osapa,32282-nbjs-zvvcys-jxdzxonx,1800
9443281,Новое,RISK_SHORT,2024-06-26 13:47:40,5065.02,376-hnk-pssf-eyriy,78419-xkap-exxbul-ngeepukd,6677
9443282,Новое,RISK_SHORT,2024-06-26 13:47:41,554004.0918,729-tes-fupn-eofjz,85817-ijln-gfttso-nvmodnwg,1300
9443283,Новое,RISK_SHORT,2024-06-26 13:47:41,70051.251,950-pkz-emhm-uwjet,32622-vljf-hiyklg-tnzorahx,8602
9443284,Новое,RISK_SHORT,2024-06-26 13:47:41,573570.2028,431-fxx-mvfr-qcixm,74496-ynxs-uzalvh-fnharytu,7731
9443285,Новое,RISK_SHORT,2024-06-26 13:47:42,8175.4314,381-fyc-ihwd-vicna,32057-vsso-xdtvqn-sdqqbmog,5047
9443286,Новое,RISK_SHORT,2024-06-26 13:47:43,12333.7596,822-tnx-ixiq-kczpu,88295-bkef-uiskvp-egwffbyd,5260
9443289,Новое,RISK_SHORT,2024-06-26 13:47:43,24190.7286,490-yzp-kmhv-feuni,29239-ajrm-rpegbo-owhajodp,2365
9443290,Новое,RISK_SHORT,2024-06-26 13:47:44,204548.8308,282-izo-kdiq-qvvir,12327-thft-sbahcz-faeosplv,7728
9443292,Новое,RISK_SHORT,2024-06-26 13:47:45,15572.8356,140-snb-oplt-sdfnc,57962-ukfm-ftwyec-gtddcnne,7723
9443293,Новое,RISK_SHORT,2024-06-26 13:47:45,20190.525,585-jbx-tyjs-ozqcf,66070-btkf-oejhhq-qnnffvhj,6375
9443294,Новое,RISK_SHORT,2024-06-26 13:47:45,61895.4376,593-iar-lmpx-fzbmu,18782-pxje-cyfoos-ovunvofg,7448
9443295,Новое,RISK_SHORT,2024-06-26 13:47:46,18767.4108,247-pfn-ggaz-jehob,16671-ydel-sqsrvm-enxsyusr,3300
9443296,Новое,RISK_SHORT,2024-06-26 13:47:46,599230.5336,568-aso-nbni-zmyjp,19091-wegq-cubddx-mjungcvq,1684
9443297,Новое,RISK_SHORT,2024-06-26 13:47:47,15414.7902,217-jdo-fdty-wxfgn,52737-xmev-xnazzz-ovzouyfq,5100
9443299,Новое,RISK_SHORT,2024-06-26 13:47:47,21689.7198,414-yyv-pzhs-kmmys,14332-pblr-podgmf-magbmkuj,7743
9443300,Новое,RISK_SHORT,2024-06-26 13:47:47,35867.6426,240-jql-ptga-kjsyz,48996-wwss-hwvfkc-gyjfyylw,3100
9443301,Новое,RISK_SHORT,2024-06-26 13:47:48,14125.9782,180-aze-baqi-uzbjy,69395-kxxg-qodkef-wlfnxzvc,7810
9443302,Новое,RISK_SHORT,2024-06-26 13:47:48,25259.3868,993-ban-yjzh-smmju,58365-vxhs-rwrvfm-fcwkozir,6317
9443305,Новое,RISK_SHORT,2024-06-26 13:47:49,57974.7192,413-mjp-giep-qfxye,54228-ujev-kwgdef-cznhfpfa,7729
9443306,Новое,RISK_SHORT,2024-06-26 13:47:49,249869.0718,525-anv-habc-xoziq,33154-kodg-ryhkqv-fnydmoyf,7704
9443307,Новое,RISK_SHORT,2024-06-26 13:47:50,17553.363,942-stc-okmu-hwhda,40022-aowr-osvmej-jgflfyhd,7610
9443308,Новое,RISK_SHORT,2024-06-26 13:47:50,69285.4236,193-lqy-ogxx-cvgbe,66777-rjbh-ftgmrb-gwscexok,4300
9443309,Новое,RISK_SHORT,2024-06-26 13:47:50,144230.4591,119-exg-vfqq-forhh,76100-wnfc-bftiey-qrnorcfp,3700
9443310,Новое,RISK_SHORT,2024-06-26 13:47:51,45203.2248,757-jiq-zasf-ntqrc,89589-vcgo-mqrceb-wvqbgigr,6188
9443311,Новое,RISK_SHORT,2024-06-26 13:47:51,35844.6222,520-lup-jfeh-swkbb,25101-xdak-pvbbox-taknnvpe,7751
9443312,Новое,RISK_SHORT,2024-06-26 13:47:51,171258.0984,738-fge-ongz-pelqk,88866-etvu-cmzdhf-kvjhqyfx,2000
9443313,Новое,RISK_SHORT,2024-06-26 13:47:52,5082.8922,205-ide-yucg-edwhi,58860-mbvl-atkblt-uidaxvuz,5700
9443314,Новое,RISK_SHORT,2024-06-26 13:47:52,201349.7388,473-nfm-bvam-xoihx,97239-ahqc-heoozp-wrphmbts,1800
9443316,Новое,RISK_SHORT,2024-06-26 13:47:52,26922.8376,356-yss-cyin-jknpq,40284-waif-djrkat-gizhhlqc,3300
9443318,Новое,RISK_SHORT,2024-06-26 13:47:53,33591.819,920-oxf-gxse-fbiyp,56016-gauu-zcdyye-ohntslnd,800
9443319,Новое,RISK_SHORT,2024-06-26 13:47:53,22614.0114,769-aec-alzs-nxnhx,26825-szhh-utfifn-mbjqdosp,4205
9443320,Новое,RISK_SHORT,2024-06-26 13:47:54,2031750.4368,765-zqd-pock-vcukd,22837-tluy-dfhhgu-dnpdldxr,6316
9443322,Новое,RISK_SHORT,2024-06-26 13:47:54,13531.851,438-msq-pvos-qiwhp,77435-rfqi-hvnylu-fpluvqpt,6320
9443323,Новое,RISK_SHORT,2024-06-26 13:47:55,48286.6428,441-xux-whsc-ltdcc,15297-vcne-fdpcxu-mrzckfvz,7230
9443324,Новое,RISK_SHORT,2024-06-26 13:47:55,5525.6622,549-cki-tjoi-eacnr,74699-uklp-oakjgy-lvehfyqn,4246
9443327,Новое,RISK_SHORT,2024-06-26 13:47:56,16906.6158,816-jtk-uhht-zqhtk,60224-tabb-tyabfd-krexbyyc,6678
9443328,Новое,RISK_SHORT,2024-06-26 13:47:56,181093.704,676-amo-ebqm-lrdam,39595-iful-eeesji-xypdujsm,7838
9443329,Новое,RISK_SHORT,2024-06-26 13:47:57,15287.0616,352-ovi-rfok-osdsu,12560-ktgv-wcoiji-jrmifygg,1800
9443330,Новое,RISK_SHORT,2024-06-26 13:47:57,5723.0484,404-jex-jjjp-pvbca,17585-ffor-mvcnei-gksazsqi,6679
9443331,Новое,RISK_SHORT,2024-06-26 13:47:57,35397.4926,634-nnj-rsbx-tygdt,54228-ujev-kwgdef-cznhfpfa,7729
9443333,Новое,RISK_SHORT,2024-06-26 13:47:58,94444.8714,855-gew-rmxl-sswvz,56016-gauu-zcdyye-ohntslnd,800
9443334,Новое,RISK_SHORT,2024-06-26 13:47:58,20596.0788,399-vqp-mhat-xyago,60553-ktuc-ptndqk-sunlskkx,800
9443335,Новое,RISK_SHORT,2024-06-26 13:47:59,22777.9518,665-jtf-tstu-xcrtb,64901-qenk-onfois-wonobygv,3000
9443338,Новое,RISK_SHORT,2024-06-26 13:48:00,8817.0108,660-ldt-qzaw-jxrkz,21840-hpln-pjfyqu-dzekgslw,5047
9443339,Новое,RISK_SHORT,2024-06-26 13:48:00,39376.6248,389-lqe-pvmf-osmxq,14332-pblr-podgmf-magbmkuj,7743
9443340,Новое,RISK_SHORT,2024-06-26 13:48:00,5628.132,708-jfa-fcia-okyil,18510-hbob-aqhwqg-qanvpelj,7804
9443342,Новое,RISK_SHORT,2024-06-26 13:48:01,52187.199,486-noq-fdgz-bipql,90311-ptzy-zdikah-wgkifsmu,1800
9443343,Новое,RISK_SHORT,2024-06-26 13:48:01,9363.0906,239-alo-xlvm-csnjb,14053-oodg-ljfxpa-ududxuei,6700
9443344,Новое,RISK_SHORT,2024-06-26 13:48:02,218860.5546,312-izj-dnjh-devpy,50238-aqck-ddebgt-tprnrjpn,4205
9443345,Новое,RISK_SHORT,2024-06-26 13:48:02,18852.0246,560-bee-lziu-bowiz,93643-vcwb-hjlnip-ilugdhzg,1673
9443346,Новое,RISK_SHORT,2024-06-26 13:48:03,18245.8491,493-xyv-mrjt-ddjgh,84756-mfhr-krmqie-dosiqhzv,6382
9443348,Новое,RISK_SHORT,2024-06-26 13:48:03,20728.6998,578-ync-ldvi-ihgfn,42435-wrrv-fzlymi-nfdtlxvx,7743
9443349,Новое,RISK_SHORT,2024-06-26 13:48:03,12148.023,554-uob-qajm-cpehm,73574-jkem-aceobo-tgrkcxgg,7804
9443350,Новое,RISK_SHORT,2024-06-26 13:48:04,9576.5898,148-bly-cxyj-uskhg,81228-nnpp-xgcbms-gyqrardn,5800
9443351,Новое,RISK_SHORT,2024-06-26 13:48:05,6178.9346,145-hms-clep-revpo,61004-gagx-qmzmzi-vqsedjiz,6684
9443354,Новое,RISK_SHORT,2024-06-26 13:48:07,295399.7124,349-iwo-wzij-ocldi,43730-nunk-tvlflz-qjtxeale,800
9443356,Новое,RISK_SHORT,2024-06-26 13:48:09,16884.0786,720-trv-blmr-tqevz,60555-soex-hlnmbs-nrvsvnns,7811
9443357,Новое,RISK_SHORT,2024-06-26 13:48:09,9159.603,643-gdy-brdx-ozfpc,98765-jppk-fioqxr-wbqofdji,1800
9443358,Новое,RISK_SHORT,2024-06-26 13:48:09,43598.1054,741-fre-isbx-sysez,35072-thsz-joiejb-lynqfcov,5034
9443362,Новое,RISK_SHORT,2024-06-26 13:48:11,7546.4958,154-yfw-pcud-fkfgr,25056-rixs-xzjcjl-qzofuuzu,6900
9443363,Новое,RISK_SHORT,2024-06-26 13:48:11,135854.157,710-xue-towf-hsidg,87707-kftt-hfimgx-txudsxch,800
9443364,Новое,RISK_SHORT,2024-06-26 13:48:12,57298.377,459-brx-mfwm-whmvt,99037-vlcm-xqrqyx-zyabjsai,5018
9443366,Новое,RISK_SHORT,2024-06-26 13:48:12,24819.8805,964-ylr-izmq-qoeiz,70185-bqwy-krldss-fgkjipcq,6700
9443368,Новое,RISK_SHORT,2024-06-26 13:48:13,204161.613,845-cfi-hmui-ccggr,55180-aeaq-mnrjvc-qoyaugmw,800
9443369,Новое,RISK_SHORT,2024-06-26 13:48:14,37734.8526,455-pmf-czva-dqfwr,73456-tths-qtbywe-lvrqxrrl,5017
9443370,Новое,RISK_SHORT,2024-06-26 13:48:14,13433.4768,721-uww-ukbz-bthfh,28277-tzju-zexmyo-ctmehcja,6312
9443373,Новое,RISK_SHORT,2024-06-26 13:48:15,22015.134,355-adp-ppdg-vujkk,12327-thft-sbahcz-faeosplv,7728
9443374,Новое,RISK_SHORT,2024-06-26 13:48:15,239527.5252,663-rew-nhbw-thmtk,91553-hjnn-qycsaz-xmrkuexj,2312
9443375,Новое,RISK_SHORT,2024-06-26 13:48:16,22430.1456,885-nde-mnyv-rwhai,99037-vlcm-xqrqyx-zyabjsai,5018
9443376,Новое,RISK_SHORT,2024-06-26 13:48:16,23001.0144,908-wvd-fmjk-fgcnn,53996-przz-gnjexu-cbpselzg,5032
9443378,Новое,RISK_SHORT,2024-06-26 13:48:17,15481.5486,345-ptj-ftaw-lsuxc,74142-lajc-daymuw-nvtwasgl,5029
9443379,Новое,RISK_SHORT,2024-06-26 13:48:17,2068020.2514,720-gcq-gmhv-uvntv,25691-zesy-xbwnjj-qypcpmgo,800
9443380,Новое,RISK_SHORT,2024-06-26 13:48:17,7913.2158,744-woh-bsuk-obasi,95976-pztw-mrdulp-fzrddyhi,2301
9443381,Новое,RISK_SHORT,2024-06-26 13:48:18,112339.7154,428-nlx-fego-hxfwk,68066-exom-zypdas-pokaxnhe,6677
9443384,Новое,RISK_SHORT,2024-06-26 13:48:18,37720.9566,874-rvu-nduf-rxkyd,28992-kuuv-kfxegs-ytgmaamh,7751
9443385,Новое,RISK_SHORT,2024-06-26 13:48:19,63686.5428,949-nxk-clez-tylwg,61134-dcgl-qadntg-pwvipzgd,6900
9443387,Новое,RISK_SHORT,2024-06-26 13:48:19,5117.9373,900-tjq-jhew-cepmr,38616-vaoh-ojujqa-etderwvh,7817
9443388,Новое,RISK_SHORT,2024-06-26 13:48:20,118121.6916,262-avl-fbfr-vuthl,92084-xyer-ebljdw-jsxeqgmj,7709
9443389,Новое,RISK_SHORT,2024-06-26 13:48:20,8281.9656,523-ywf-lfdo-jikek,12327-thft-sbahcz-faeosplv,7728
9443390,Новое,RISK_SHORT,2024-06-26 13:48:20,110869.6944,143-dto-vdwo-jxkec,33769-afwa-yehcsg-evxncjxp,1300
9443392,Новое,RISK_SHORT,2024-06-26 13:48:21,15021.573,728-foo-jpec-fvuxh,43641-cjje-wjghqj-kocebmfc,2000
9443394,Новое,RISK_SHORT,2024-06-26 13:48:21,37832.0856,178-fdt-wkcb-vdwro,17463-yysw-hogwcs-bbzjrjqk,7734
9443395,Новое,RISK_SHORT,2024-06-26 13:48:22,5742.1458,488-cyk-eohb-yhqix,89877-xmdr-ncgaqq-sxhyjvmy,6165
9443396,Новое,RISK_SHORT,2024-06-26 13:48:22,272366.0442,430-fss-rnbd-seaeb,20088-pcgt-nmzuff-cwcdmubk,7733
9443397,Новое,RISK_SHORT,2024-06-26 13:48:23,16858.2402,380-cit-vwtj-hpwtf,64901-qenk-onfois-wonobygv,3000
9443399,Новое,RISK_SHORT,2024-06-26 13:48:23,13502.6196,966-vjr-hhle-cfxuv,87707-kftt-hfimgx-txudsxch,800
9443400,Новое,RISK_SHORT,2024-06-26 13:48:23,14941.6224,368-piv-rrsh-izyur,49787-biok-uwjyjh-eudtowty,3900
9443401,Новое,RISK_SHORT,2024-06-26 13:48:24,201587.376,415-zhf-rhye-ukqfy,94091-nslj-irxuwh-qcmxulld,5034
9443402,Новое,RISK_SHORT,2024-06-26 13:48:24,5723.8152,850-eqp-kxnl-womyh,46433-swvq-uruvmt-wmxhekiv,7723
9443403,Новое,RISK_SHORT,2024-06-26 13:48:24,9019.5342,460-ier-wgnw-pwmlj,54651-mvpn-gkxoik-olftyxgu,7230
9443404,Новое,RISK_SHORT,2024-06-26 13:48:25,111085.485,112-wsd-mvpb-dvhls,62196-ueay-ojywwg-nxuccncp,5003
9443407,Новое,RISK_SHORT,2024-06-26 13:48:25,5940.7812,398-tyv-rfeb-kwoln,49402-hjxx-bkggta-pmguiwew,5252
9443408,Новое,RISK_SHORT,2024-06-26 13:48:26,255986.2122,857-boa-yzzk-wwsex,52124-fqqa-iwlcmx-idcayqdj,6318
9443409,Новое,RISK_SHORT,2024-06-26 13:48:26,427644.7392,159-ali-pkqc-bpnyq,77721-ysaa-wdlqfd-gsphpeky,1300
9443410,Новое,RISK_SHORT,2024-06-26 13:48:26,7852.4106,792-cgb-pppm-zkijj,84252-uque-zcvved-ceehgozp,7721
9443413,Новое,RISK_SHORT,2024-06-26 13:48:27,6939.9162,508-hyn-qwuy-zovmn,20750-zmmp-ufjgqz-jqbedqog,1000
9443414,Новое,RISK_SHORT,2024-06-26 13:48:28,27876.1416,927-dlb-bnrp-hlock,40284-waif-djrkat-gizhhlqc,3300
9443416,Новое,RISK_SHORT,2024-06-26 13:48:28,45783.3066,767-pqp-qmuc-tdasn,52809-omzm-rcrofr-dclazqnx,500
9443417,Новое,RISK_SHORT,2024-06-26 13:48:28,494676.993,238-koz-vujw-rxxof,59928-ysau-feqqvd-qwlokkdu,800
9443418,Новое,RISK_SHORT,2024-06-26 13:48:29,37001.2799,339-ttj-zjvg-moqzu,44889-qari-vywtku-lrrvbghm,3700
9443419,Новое,RISK_SHORT,2024-06-26 13:48:29,122083.029,867-iaj-xczy-htsyi,78436-nhqj-xijwrc-plupqazw,1686
9443420,Новое,RISK_SHORT,2024-06-26 13:48:29,98095.2069,864-hea-xxcy-akjxp,95340-ultq-cezglg-dmrofkvm,5031
9443423,Новое,RISK_SHORT,2024-06-26 13:48:30,21414.5802,231-tez-hssi-aavrf,37044-ulcx-xxmyps-olidqbby,5300
9443424,Новое,RISK_SHORT,2024-06-26 13:48:30,8495.4678,624-brj-vwfi-hjcex,64233-hnbn-xzflsm-dmqpsjiu,8602
9443425,Новое,RISK_SHORT,2024-06-26 13:48:31,16442.9238,738-tvb-rkmw-ubszp,93926-strl-empgzu-dldyblvq,2700
9443426,Новое,RISK_SHORT,2024-06-26 13:48:31,8914.371,625-osz-ycjk-qxwpc,61471-levi-umbsfo-udkzawlw,5405
9443427,Новое,RISK_SHORT,2024-06-26 13:48:32,38405.8086,165-tvi-yxrl-biotw,56016-gauu-zcdyye-ohntslnd,800
9443428,Новое,RISK_SHORT,2024-06-26 13:48:32,76770.2358,401-eqd-hoqb-qauhr,93949-mkci-mjxoix-vewdbwsr,3663
9443429,Новое,RISK_SHORT,2024-06-26 13:48:32,58093.7472,731-ntq-hghb-pijbe,62196-ueay-ojywwg-nxuccncp,5003
9443430,Новое,RISK_SHORT,2024-06-26 13:48:33,89485.3955,406-zyo-fpww-ueoqi,13149-botj-stsaej-kbsaymcg,6183
9443431,Новое,RISK_SHORT,2024-06-26 13:48:33,25035.6048,653-odb-kqqt-pfktf,56467-sggi-giytwz-aepcsprl,6617
9443433,Новое,RISK_SHORT,2024-06-26 13:48:34,77328.4318,755-xbb-vooz-ehtkf,70104-sosh-fxuwtc-moxbasrw,3100
9443434,Новое,RISK_SHORT,2024-06-26 13:48:34,13111.0704,689-sus-nbxy-dzrro,34675-jyej-fwhifx-rptqwjxl,7500
9443435,Новое,RISK_SHORT,2024-06-26 13:48:35,149696.6166,808-zha-mdis-wyigq,94555-vckb-ddjjdy-nmydlpji,800
9443437,Новое,RISK_SHORT,2024-06-26 13:48:35,110308.4004,683-ekj-anwp-odxyi,41724-vggv-klhhcq-cnwmanum,2100
9443438,Новое,RISK_SHORT,2024-06-26 13:48:35,274000.3314,499-jiq-gacm-ofqlv,28277-tzju-zexmyo-ctmehcja,6312
9443439,Новое,RISK_SHORT,2024-06-26 13:48:36,5474.223,730-gum-lsgp-tvpim,68066-exom-zypdas-pokaxnhe,6677
9443440,Новое,RISK_SHORT,2024-06-26 13:48:36,32477.2338,621-wip-bmkp-dcwrt,50192-cfea-aophzy-myozkkul,4800
9443441,Новое,RISK_SHORT,2024-06-26 13:48:37,138992.0826,819-cvl-prmx-quctj,26418-mllz-jiiazt-krvujwzb,3000
9443442,Новое,RISK_SHORT,2024-06-26 13:48:37,16496.8618,827-lbr-bizd-mxnhy,50531-innz-sfmzlw-ogedepxo,4704
9443443,Новое,RISK_SHORT,2024-06-26 13:48:37,16021.1988,777-mqk-omax-imogh,37395-lgnw-oeylqy-vldrdfzb,5043
9443444,Новое,RISK_SHORT,2024-06-26 13:48:38,144401.8722,143-emq-dcdn-iiewq,82969-hokb-taiexa-hqyvrvjg,8602
9443445,Новое,RISK_SHORT,2024-06-26 13:48:38,811464.336,954-cue-nydt-ooxqk,47530-jqjj-tkrwgj-ypdvzljj,1685
9443446,Новое,RISK_SHORT,2024-06-26 13:48:39,90040.5678,932-ddg-awnm-wxrly,84252-uque-zcvved-ceehgozp,7721
9443448,Новое,RISK_SHORT,2024-06-26 13:48:39,53022.5058,548-nyr-jyzz-rkuue,44601-otqr-odlbjq-fvhsjkkt,5027
9443449,Новое,RISK_SHORT,2024-06-26 13:48:39,7691.6256,263-vez-mvfs-elelt,84725-ywzo-dwypzb-dkqyibvy,7727
9443450,Новое,RISK_SHORT,2024-06-26 13:48:40,13668.7062,631-kwi-gerg-xuluv,90921-iwkn-rkhahe-jsrhsvcc,6671
9443452,Новое,RISK_SHORT,2024-06-26 13:48:40,26554.9033,436-pmz-npmi-tpspe,61888-qlhr-kcqwhw-calfcxty,6181
9443453,Новое,RISK_SHORT,2024-06-26 13:48:41,80715.5292,729-rjl-ivqj-uqnoe,93139-vhvx-rmhoov-lfobtvki,2465
9443454,Новое,RISK_SHORT,2024-06-26 13:48:41,403278.5778,780-fja-nokv-gdyvv,72688-zdgv-gqraji-hkxcsfjs,1800
9443455,Новое,RISK_SHORT,2024-06-26 13:48:41,6273.4062,729-agx-lobq-njlqn,78971-cwky-webuam-grctwhxm,7729
